scenario_id,timestamp,elapsed_hours,temperature_stress,contamination,operational_load,maintenance_level,shock_magnitude,blade_health,blade_status,blade_thickness,nozzle_health,nozzle_status,nozzle_clog,heater_health,heater_status,heater_resistance,cascade_events,maintenance_action
NORMAL,2025-01-08T20:00:00,188,45.64,0.238,188,0.7060000000000001,0.0,0.9804,FUNCTIONAL,0.9902,0.9768,FUNCTIONAL,0.0,0.9914,FUNCTIONAL,1.0069,,
NORMAL,2025-01-09T00:00:00,192,45.76,0.242,192,0.7040000000000001,0.0,0.9792,FUNCTIONAL,0.9896,0.9763,FUNCTIONAL,0.0,0.9912,FUNCTIONAL,1.0071,,
NORMAL,2025-01-09T04:00:00,196,45.88,0.246,196,0.7020000000000001,0.0,0.978,FUNCTIONAL,0.989,0.9758,FUNCTIONAL,0.0,0.9909,FUNCTIONAL,1.0073,,
NORMAL,2025-01-09T08:00:00,200,46.0,0.25,200,0.7000000000000001,0.0,0.9767,FUNCTIONAL,0.9883,0.9753,FUNCTIONAL,0.0,0.9907,FUNCTIONAL,1.0075,,
NORMAL,2025-01-09T12:00:00,204,46.12,0.254,204,0.6980000000000001,0.0,0.9753,FUNCTIONAL,0.9877,0.9748,FUNCTIONAL,0.0,0.9904,FUNCTIONAL,1.0077,,
NORMAL,2025-01-09T16:00:00,208,46.24,0.258,208,0.6960000000000001,0.0,0.9739,FUNCTIONAL,0.987,0.9743,FUNCTIONAL,0.0,0.9902,FUNCTIONAL,1.0079,,
NORMAL,2025-01-09T20:00:00,212,46.36,0.262,212,0.6940000000000001,0.0,0.9725,FUNCTIONAL,0.9862,0.9738,FUNCTIONAL,0.0,0.9899,FUNCTIONAL,1.0081,,
NORMAL,2025-01-10T00:00:00,216,46.48,0.266,216,0.6920000000000001,0.0,0.971,FUNCTIONAL,0.9855,0.9733,FUNCTIONAL,0.0,0.9897,FUNCTIONAL,1.0083,,
NORMAL,2025-01-10T04:00:00,220,46.6,0.27,220,0.6900000000000001,0.0,0.9694,FUNCTIONAL,0.9847,0.9727,FUNCTIONAL,0.0,0.9894,FUNCTIONAL,1.0085,,
NORMAL,2025-01-10T08:00:00,224,46.72,0.274,224,0.6880000000000001,0.0,0.9678,FUNCTIONAL,0.9839,0.9722,FUNCTIONAL,0.0,0.9891,FUNCTIONAL,1.0087,,
NORMAL,2025-01-10T12:00:00,228,46.84,0.278,228,0.686,0.0,0.9661,FUNCTIONAL,0.9831,0.9717,FUNCTIONAL,0.0,0.9889,FUNCTIONAL,1.0089,,
NORMAL,2025-01-10T16:00:00,232,46.96,0.28200000000000003,232,0.684,0.0,0.9644,FUNCTIONAL,0.9822,0.9712,FUNCTIONAL,0.0,0.9886,FUNCTIONAL,1.0091,,
NORMAL,2025-01-10T20:00:00,236,47.08,0.28600000000000003,236,0.682,0.0,0.9626,FUNCTIONAL,0.9813,0.9707,FUNCTIONAL,0.0,0.9883,FUNCTIONAL,1.0093,,
NORMAL,2025-01-11T00:00:00,240,47.2,0.29,240,0.68,0.0,0.9607,FUNCTIONAL,0.9804,0.9702,FUNCTIONAL,0.0,0.9881,FUNCTIONAL,1.0095,,
NORMAL,2025-01-11T04:00:00,244,47.32,0.294,244,0.678,0.0,0.9588,FUNCTIONAL,0.9794,0.9697,FUNCTIONAL,0.0,0.9878,FUNCTIONAL,1.0098,,
NORMAL,2025-01-11T08:00:00,248,47.44,0.298,248,0.676,0.0,0.9568,FUNCTIONAL,0.9784,0.9692,FUNCTIONAL,0.0,0.9875,FUNCTIONAL,1.01,,
NORMAL,2025-01-11T12:00:00,252,47.56,0.302,252,0.674,0.0,0.9548,FUNCTIONAL,0.9774,0.9686,FUNCTIONAL,0.0,0.9873,FUNCTIONAL,1.0102,,
NORMAL,2025-01-11T16:00:00,256,47.68,0.306,256,0.672,0.0,0.9527,FUNCTIONAL,0.9763,0.9681,FUNCTIONAL,0.0,0.987,FUNCTIONAL,1.0104,,
NORMAL,2025-01-11T20:00:00,260,47.8,0.31,260,0.67,0.0,0.9505,FUNCTIONAL,0.9752,0.9676,FUNCTIONAL,0.0,0.9867,FUNCTIONAL,1.0106,,
NORMAL,2025-01-12T00:00:00,264,47.92,0.314,264,0.668,0.0,0.9482,FUNCTIONAL,0.9741,0.9671,FUNCTIONAL,0.0,0.9864,FUNCTIONAL,1.0108,,
NORMAL,2025-01-12T04:00:00,268,48.04,0.318,268,0.666,0.0,0.9459,FUNCTIONAL,0.9729,0.9666,FUNCTIONAL,0.0,0.9862,FUNCTIONAL,1.0111,,
NORMAL,2025-01-12T08:00:00,272,48.16,0.322,272,0.664,0.0,0.9435,FUNCTIONAL,0.9717,0.9661,FUNCTIONAL,0.0,0.9859,FUNCTIONAL,1.0113,,
NORMAL,2025-01-12T12:00:00,276,48.28,0.326,276,0.662,0.0,0.941,FUNCTIONAL,0.9705,0.9656,FUNCTIONAL,0.0,0.9856,FUNCTIONAL,1.0115,,
NORMAL,2025-01-12T16:00:00,280,48.4,0.33,280,0.66,0.0,0.9385,FUNCTIONAL,0.9692,0.965,FUNCTIONAL,0.0,0.9853,FUNCTIONAL,1.0117,,
NORMAL,2025-01-12T20:00:00,284,48.519999999999996,0.334,284,0.658,0.0,0.9359,FUNCTIONAL,0.9679,0.9645,FUNCTIONAL,0.0,0.985,FUNCTIONAL,1.012,,
NORMAL,2025-01-13T00:00:00,288,48.64,0.338,288,0.656,0.0,0.9332,FUNCTIONAL,0.9666,0.964,FUNCTIONAL,0.0,0.9847,FUNCTIONAL,1.0122,,
NORMAL,2025-01-13T04:00:00,292,48.76,0.34199999999999997,292,0.654,0.0,0.9304,FUNCTIONAL,0.9652,0.9635,FUNCTIONAL,0.0,0.9845,FUNCTIONAL,1.0124,,
NORMAL,2025-01-13T08:00:00,296,48.879999999999995,0.346,296,0.652,0.0,0.9275,FUNCTIONAL,0.9638,0.963,FUNCTIONAL,0.0,0.9842,FUNCTIONAL,1.0127,,
NORMAL,2025-01-13T12:00:00,300,49.0,0.35,300,0.65,0.0,0.9246,FUNCTIONAL,0.9623,0.9624,FUNCTIONAL,0.0,0.9839,FUNCTIONAL,1.0129,,
NORMAL,2025-01-13T16:00:00,304,49.12,0.354,304,0.648,0.0,0.9216,FUNCTIONAL,0.9608,0.9619,FUNCTIONAL,0.0,0.9836,FUNCTIONAL,1.0131,,
NORMAL,2025-01-13T20:00:00,308,49.24,0.358,308,0.646,0.0,0.9185,FUNCTIONAL,0.9592,0.9614,FUNCTIONAL,0.0,0.9833,FUNCTIONAL,1.0134,,
NORMAL,2025-01-14T00:00:00,312,49.36,0.362,312,0.644,0.0,0.9153,FUNCTIONAL,0.9576,0.9609,FUNCTIONAL,0.0,0.983,FUNCTIONAL,1.0136,,
NORMAL,2025-01-14T04:00:00,316,49.480000000000004,0.366,316,0.642,0.0,0.912,FUNCTIONAL,0.956,0.9604,FUNCTIONAL,0.0,0.9827,FUNCTIONAL,1.0138,,
NORMAL,2025-01-14T08:00:00,320,49.6,0.37,320,0.64,0.0,0.9086,FUNCTIONAL,0.9543,0.9598,FUNCTIONAL,0.0,0.9824,FUNCTIONAL,1.0141,,
NORMAL,2025-01-14T12:00:00,324,49.72,0.374,324,0.638,0.0,0.9052,FUNCTIONAL,0.9526,0.9593,FUNCTIONAL,0.0,0.9821,FUNCTIONAL,1.0143,,
NORMAL,2025-01-14T16:00:00,328,49.84,0.378,328,0.636,0.0,0.9016,FUNCTIONAL,0.9508,0.9588,FUNCTIONAL,0.0,0.9818,FUNCTIONAL,1.0145,,
NORMAL,2025-01-14T20:00:00,332,49.96,0.382,332,0.634,0.0,0.898,FUNCTIONAL,0.949,0.9583,FUNCTIONAL,0.0,0.9815,FUNCTIONAL,1.0148,,
NORMAL,2025-01-15T00:00:00,336,50.08,0.386,336,0.632,0.0,0.8943,FUNCTIONAL,0.9471,0.9577,FUNCTIONAL,0.0,0.9812,FUNCTIONAL,1.015,,
NORMAL,2025-01-15T04:00:00,340,50.2,0.39,340,0.63,0.0,0.8904,FUNCTIONAL,0.9452,0.9572,FUNCTIONAL,0.0,0.9809,FUNCTIONAL,1.0153,,
NORMAL,2025-01-15T08:00:00,344,50.32,0.394,344,0.628,0.0,0.8865,FUNCTIONAL,0.9433,0.9567,FUNCTIONAL,0.0,0.9806,FUNCTIONAL,1.0155,,
NORMAL,2025-01-15T12:00:00,348,50.44,0.398,348,0.626,0.0,0.8825,FUNCTIONAL,0.9412,0.9562,FUNCTIONAL,0.0,0.9803,FUNCTIONAL,1.0157,,
NORMAL,2025-01-15T16:00:00,352,50.56,0.40199999999999997,352,0.6240000000000001,0.0,0.8784,FUNCTIONAL,0.9392,0.9556,FUNCTIONAL,0.0,0.98,FUNCTIONAL,1.016,,
NORMAL,2025-01-15T20:00:00,356,50.68,0.40599999999999997,356,0.6220000000000001,0.0,0.8741,FUNCTIONAL,0.9371,0.9551,FUNCTIONAL,0.0,0.9796,FUNCTIONAL,1.0163,,
NORMAL,2025-01-16T00:00:00,360,50.8,0.41,360,0.6200000000000001,0.0,0.8698,FUNCTIONAL,0.9349,0.9546,FUNCTIONAL,0.0,0.9793,FUNCTIONAL,1.0166,,
NORMAL,2025-01-16T04:00:00,364,50.92,0.414,364,0.6180000000000001,0.0,0.8654,FUNCTIONAL,0.9327,0.954,FUNCTIONAL,0.0,0.9789,FUNCTIONAL,1.0168,,
NORMAL,2025-01-16T08:00:00,368,51.04,0.418,368,0.6160000000000001,0.0,0.8608,FUNCTIONAL,0.9304,0.9535,FUNCTIONAL,0.0,0.9786,FUNCTIONAL,1.0171,,
NORMAL,2025-01-16T12:00:00,372,51.16,0.422,372,0.6140000000000001,0.0,0.8562,FUNCTIONAL,0.9281,0.953,FUNCTIONAL,0.0,0.9782,FUNCTIONAL,1.0174,,
NORMAL,2025-01-16T16:00:00,376,51.28,0.426,376,0.6120000000000001,0.0,0.8514,FUNCTIONAL,0.9257,0.9524,FUNCTIONAL,0.0,0.9779,FUNCTIONAL,1.0177,,
NORMAL,2025-01-16T20:00:00,380,51.4,0.43,380,0.6100000000000001,0.0,0.8466,FUNCTIONAL,0.9233,0.9519,FUNCTIONAL,0.0,0.9775,FUNCTIONAL,1.018,,
NORMAL,2025-01-17T00:00:00,384,51.519999999999996,0.434,384,0.6080000000000001,0.0,0.8416,FUNCTIONAL,0.9208,0.9513,FUNCTIONAL,0.0,0.9771,FUNCTIONAL,1.0183,,
NORMAL,2025-01-17T04:00:00,388,51.64,0.438,388,0.6060000000000001,0.0,0.8365,FUNCTIONAL,0.9182,0.9508,FUNCTIONAL,0.0,0.9768,FUNCTIONAL,1.0186,,
NORMAL,2025-01-17T08:00:00,392,51.76,0.442,392,0.6040000000000001,0.0,0.8313,FUNCTIONAL,0.9156,0.9502,FUNCTIONAL,0.0,0.9764,FUNCTIONAL,1.0189,,
NORMAL,2025-01-17T12:00:00,396,51.879999999999995,0.446,396,0.6020000000000001,0.0,0.8259,FUNCTIONAL,0.913,0.9497,FUNCTIONAL,0.0,0.976,FUNCTIONAL,1.0192,,
NORMAL,2025-01-17T16:00:00,400,52.0,0.45,400,0.6000000000000001,0.0,0.8205,FUNCTIONAL,0.9102,0.9491,FUNCTIONAL,0.0,0.9756,FUNCTIONAL,1.0195,,
NORMAL,2025-01-17T20:00:00,404,52.12,0.454,404,0.5980000000000001,0.0,0.8149,FUNCTIONAL,0.9075,0.8537,FUNCTIONAL,0.0632,0.9752,FUNCTIONAL,1.0198,,
NORMAL,2025-01-18T00:00:00,408,52.24,0.458,408,0.5960000000000001,0.0,0.8091,FUNCTIONAL,0.9045,0.8532,FUNCTIONAL,0.0632,0.9748,FUNCTIONAL,1.0201,,
NORMAL,2025-01-18T04:00:00,412,52.36,0.462,412,0.5940000000000001,0.0,0.8031,FUNCTIONAL,0.9016,0.8527,FUNCTIONAL,0.0632,0.9745,FUNCTIONAL,1.0204,,
NORMAL,2025-01-18T08:00:00,416,52.480000000000004,0.466,416,0.5920000000000001,0.0,0.797,FUNCTIONAL,0.8985,0.8522,FUNCTIONAL,0.0632,0.9741,FUNCTIONAL,1.0208,,
NORMAL,2025-01-18T12:00:00,420,52.6,0.47,420,0.5900000000000001,0.0,0.7908,FUNCTIONAL,0.8954,0.8517,FUNCTIONAL,0.0632,0.9737,FUNCTIONAL,1.0211,,
NORMAL,2025-01-18T16:00:00,424,52.72,0.474,424,0.5880000000000001,0.0,0.7845,FUNCTIONAL,0.8922,0.8512,FUNCTIONAL,0.0632,0.9733,FUNCTIONAL,1.0214,,
NORMAL,2025-01-18T20:00:00,428,52.84,0.478,428,0.5860000000000001,0.0,0.778,FUNCTIONAL,0.889,0.8506,FUNCTIONAL,0.0632,0.9728,FUNCTIONAL,1.0217,,
NORMAL,2025-01-19T00:00:00,432,52.96,0.482,432,0.5840000000000001,0.0,0.7714,FUNCTIONAL,0.8857,0.8501,FUNCTIONAL,0.0632,0.9724,FUNCTIONAL,1.0221,,
NORMAL,2025-01-19T04:00:00,436,53.08,0.486,436,0.5820000000000001,0.0,0.7646,FUNCTIONAL,0.8823,0.8496,FUNCTIONAL,0.0632,0.972,FUNCTIONAL,1.0224,,
NORMAL,2025-01-19T08:00:00,440,53.2,0.49,440,0.5800000000000001,0.0,0.7578,FUNCTIONAL,0.8789,0.8491,FUNCTIONAL,0.0632,0.9716,FUNCTIONAL,1.0227,,
NORMAL,2025-01-19T12:00:00,444,53.32,0.494,444,0.5780000000000001,0.0,0.7507,FUNCTIONAL,0.8754,0.8486,FUNCTIONAL,0.0632,0.9712,FUNCTIONAL,1.0231,,
NORMAL,2025-01-19T16:00:00,448,53.44,0.498,448,0.5760000000000001,0.0,0.7436,FUNCTIONAL,0.8718,0.848,FUNCTIONAL,0.0632,0.9707,FUNCTIONAL,1.0234,,
NORMAL,2025-01-19T20:00:00,452,53.56,0.502,452,0.5740000000000001,0.0,0.7362,FUNCTIONAL,0.8681,0.8475,FUNCTIONAL,0.0632,0.9703,FUNCTIONAL,1.0237,,
NORMAL,2025-01-20T00:00:00,456,53.68,0.506,456,0.5720000000000001,0.0,0.7288,FUNCTIONAL,0.8644,0.847,FUNCTIONAL,0.0632,0.9699,FUNCTIONAL,1.0241,,
NORMAL,2025-01-20T04:00:00,460,53.8,0.51,460,0.5700000000000001,0.0,0.7212,FUNCTIONAL,0.8606,0.8464,FUNCTIONAL,0.0632,0.9695,FUNCTIONAL,1.0244,,
NORMAL,2025-01-20T08:00:00,464,53.92,0.514,464,0.5680000000000001,0.0,0.7134,FUNCTIONAL,0.8567,0.8459,FUNCTIONAL,0.0632,0.969,FUNCTIONAL,1.0248,,
NORMAL,2025-01-20T12:00:00,468,54.04,0.518,468,0.5660000000000001,0.0,0.7055,FUNCTIONAL,0.8527,0.8453,FUNCTIONAL,0.0632,0.9686,FUNCTIONAL,1.0251,,
NORMAL,2025-01-20T16:00:00,472,54.16,0.522,472,0.5640000000000001,0.0,0.6974,FUNCTIONAL,0.8487,0.8448,FUNCTIONAL,0.0632,0.9682,FUNCTIONAL,1.0255,,
NORMAL,2025-01-20T20:00:00,476,54.28,0.526,476,0.562,0.0,0.6892,FUNCTIONAL,0.8446,0.8442,FUNCTIONAL,0.0632,0.9677,FUNCTIONAL,1.0258,,
NORMAL,2025-01-21T00:00:00,480,54.4,0.53,480,0.56,0.0,0.6808,FUNCTIONAL,0.8404,0.8437,FUNCTIONAL,0.0632,0.9673,FUNCTIONAL,1.0262,,
NORMAL,2025-01-21T04:00:00,484,54.519999999999996,0.534,484,0.558,0.0,0.6723,FUNCTIONAL,0.8361,0.8431,FUNCTIONAL,0.0632,0.9668,FUNCTIONAL,1.0265,,
NORMAL,2025-01-21T08:00:00,488,54.64,0.538,488,0.556,0.0,0.6636,FUNCTIONAL,0.8318,0.8426,FUNCTIONAL,0.0632,0.9664,FUNCTIONAL,1.0269,,
NORMAL,2025-01-21T12:00:00,492,54.76,0.542,492,0.554,0.0,0.6547,FUNCTIONAL,0.8274,0.842,FUNCTIONAL,0.0632,0.9659,FUNCTIONAL,1.0273,,
NORMAL,2025-01-21T16:00:00,496,54.879999999999995,0.546,496,0.552,0.0,0.6457,DEGRADED,0.8228,0.7823,FUNCTIONAL,0.1027,0.9654,FUNCTIONAL,1.0276,,
NORMAL,2025-01-21T20:00:00,500,55.0,0.55,500,0.55,0.4,0.5879,DEGRADED,0.8182,0.7417,FUNCTIONAL,0.1027,0.9449,FUNCTIONAL,1.0441,[CASCADE] Nozzle contamination (0.065) accelerating Blade wear.,
NORMAL,2025-01-22T00:00:00,504,55.12,0.554,504,0.748,0.0,0.58,DEGRADED,0.8143,0.7413,FUNCTIONAL,0.1027,0.9445,FUNCTIONAL,1.0444,[CASCADE] Nozzle contamination (0.077) accelerating Blade wear.,SCHEDULED @ 500h (health=0.59)
NORMAL,2025-01-22T04:00:00,508,55.24,0.558,508,0.546,0.0,0.5703,DEGRADED,0.8094,0.7408,FUNCTIONAL,0.1027,0.944,FUNCTIONAL,1.0448,[CASCADE] Nozzle contamination (0.078) accelerating Blade wear.,
NORMAL,2025-01-22T08:00:00,512,55.36,0.562,512,0.544,0.0,0.5604,DEGRADED,0.8044,0.7403,FUNCTIONAL,0.1027,0.9435,FUNCTIONAL,1.0452,[CASCADE] Nozzle contamination (0.078) accelerating Blade wear.,
NORMAL,2025-01-22T12:00:00,516,55.48,0.5660000000000001,516,0.542,0.0,0.5503,DEGRADED,0.7994,0.7397,FUNCTIONAL,0.1027,0.9429,FUNCTIONAL,1.0456,[CASCADE] Nozzle contamination (0.078) accelerating Blade wear.,
NORMAL,2025-01-22T16:00:00,520,55.6,0.5700000000000001,520,0.54,0.0,0.54,DEGRADED,0.7942,0.7392,FUNCTIONAL,0.1027,0.9424,FUNCTIONAL,1.0461,[CASCADE] Nozzle contamination (0.078) accelerating Blade wear.,
NORMAL,2025-01-22T20:00:00,524,55.72,0.5740000000000001,524,0.538,0.0,0.5296,DEGRADED,0.789,0.7387,FUNCTIONAL,0.1027,0.9418,FUNCTIONAL,1.0465,[CASCADE] Nozzle contamination (0.078) accelerating Blade wear.,
